name|ra|dec|vmag|class|bii|bv_color|lii|radvel
HR 8426|22 05 00.50|+62 47 08.2|5.27|STAR K4III|5.80720|1.41|105.15900|-21
HR 8427|22 05 51.19|+48 13 54.1|6.27|STAR B2V|-6.00570|-0.06|96.64220|-18
HR 8428|22 05 08.90|+62 16 48.0|5.11|STAR O9I|5.39080|0.08|104.87100|-13
HR 8429|22 06 12.41|+45 14 55.0|6.19|STAR A3V|-8.44410|0.09|94.90880|-2
HR 843|02 51 30.79|+35 03 34.9|4.53|STAR K5III|-21.64470|1.56|149.07300|14
HR 8430|22 07 00.70|+25 20 42.0|3.76|STAR F5V|-24.25860|0.44|82.26000|-4
HR 8431|22 08 22.99|-32 59 19.0|4.50|STAR A2V|-54.45690|0.05|13.34390|12
HR 8432|22 11 55.30|-76 06 58.0|6.15|STAR K0III|-37.34010|1.00|314.09000|25
HR 8433|22 08 25.99|-34 02 38.0|4.99|STAR M1III|-54.48170|1.48|11.52830|20
HR 8434|22 06 13.49|+56 20 35.2|6.39|STAR A0III|0.51610|-0.10|101.47400|-20
HR 8435|22 07 28.61|+19 28 32.2|5.75|STAR|-28.77140||78.06210|-15
HR 8436|22 07 30.00|+18 00 02.2|6.35|STAR M1|-29.87070|1.64|76.93410|-10
HR 8437|22 08 42.70|-33 07 32.2|6.37|STAR A2III|-54.52900|0.20|13.11100|-4
HR 8438|22 07 50.30|+21 42 10.1|5.78|STAR B7V|-27.15490|-0.10|79.79950|-52
HR 8439|22 08 58.99|-18 31 10.9|5.81|STAR B2IV|-51.76250|-0.17|37.15070|-5
HR 844|02 49 51.00|-24 33 37.1|6.14|STAR K1III|-63.29530|1.07|214.12200|-6
HR 8440|22 09 58.01|-48 06 25.9|6.43|STAR K3III|-52.39290|1.39|348.06200|19
HR 8441|22 08 17.21|+25 32 37.0|6.11|STAR F1IV|-24.29010|0.27|82.64210|2
HR 8442|22 07 09.60|+58 50 26.9|6.32|STAR G6III|2.46610|0.88|103.04000|-10
HR 8443|22 07 25.51|+53 18 25.9|6.14|STAR A3I|-2.04560|0.43|99.83510|-26
HR 8444|22 09 55.70|-34 00 52.9|5.37|STAR A5V|-54.79150|0.24|11.57830|2
HR 8445|22 08 16.51|+49 47 47.0|6.42|STAR K5III|-4.97310||97.88870|17
HR 8446|22 10 00.10|-28 17 33.0|6.44|STAR A5V|-54.41770|0.15|21.44480|11
HR 8447|22 10 08.81|-32 32 53.9|4.92|STAR F6V|-54.81420|0.48|14.12350|-15
HR 8448|22 08 40.99|+45 44 30.8|6.11|STAR G2IV|-8.30200|0.72|95.55720|-35
HR 8449|22 09 13.61|+33 10 19.9|5.58|STAR G8III|-18.45260|1.00|87.92400|-6
HR 845|02 49 54.19|-27 56 30.1|5.39|STAR A0V|-63.78980|0.02|221.63400|24
HR 8450|22 10 12.00|+06 11 52.1|3.53|STAR A2V|-38.71700|0.08|67.41690|-6
HR 8451|22 10 21.10|-03 53 39.1|6.27|STAR A1V|-45.10900|-0.01|56.89690|-10
HR 8452|22 10 37.49|-11 33 54.0|5.46|STAR B7III|-49.23130|-0.12|47.36550|3
HR 8453|22 10 33.79|-04 16 01.9|6.01|STAR K0III|-45.36740|0.98|56.50760|-18
HR 8454|22 09 59.21|+33 10 41.9|4.29|STAR F5III|-18.54460|0.46|88.06090|2
HR 8455|22 10 19.01|+19 37 00.8|6.18|STAR G0V|-29.10860|0.69|78.74200|22
HR 8456|22 10 22.20|+14 37 48.0|6.33|STAR K0III|-32.81360|1.08|74.84760|-42
HR 8457|22 11 02.40|-21 13 57.0|6.09|STAR F6V|-53.10140|0.50|33.19960|-13
HR 8458|22 10 37.39|+11 37 27.8|5.78|STAR M1III|-35.02340|1.58|72.39120|17
HR 8459|22 10 30.19|+20 58 41.2|6.46|STAR A3III|-28.10900|0.12|79.79540|8
HR 846|02 52 52.01|+52 59 52.1|6.36|STAR B8III|-5.62630|0.07|140.72900|1
HR 8460|22 10 51.60|+30 33 11.2|6.32|STAR A8IV|-20.73670|0.18|86.51450|4
HR 8461|22 11 51.29|+16 02 26.2|5.95|STAR K1III|-32.02090|0.95|76.29340|11
HR 8462|22 12 25.80|-14 11 38.0|6.03|STAR F2V|-50.81950|0.38|44.03270|15
HR 8463|22 11 09.91|+50 49 23.9|5.40|STAR A5V|-4.40310|0.15|98.86290|-8
HR 8464|22 12 57.50|-26 19 40.1|6.17|STAR A3V|-54.75290|0.17|24.97290|15
HR 8465|22 10 51.29|+58 12 04.0|3.35|STAR K1I|1.66520|1.57|103.06200|-18
HR 8466|22 12 07.99|+24 57 00.0|5.92|STAR K0|-25.30070|1.51|82.96820|-3
HR 8467|22 12 43.80|-04 43 14.9|6.39|STAR F7V|-46.07000|0.50|56.42020|2
HR 8468|22 09 48.41|+72 20 28.0|4.79|STAR G7II|13.23380|0.92|111.27800|-15
HR 8469|22 11 30.70|+59 24 51.8|5.04|STAR O6I|2.61070|0.25|103.82800|-74
HR 847|02 51 29.59|+15 04 54.8|5.49|STAR B7V|-38.71540|-0.09|161.17500|17
HR 8470|22 13 44.40|-25 10 50.9|5.58|STAR F6III|-54.70230|0.49|26.98050|-28
HR 8471|22 17 50.50|-77 30 42.1|5.51|STAR F3III|-36.58530|0.31|312.56100|17
HR 8472|22 11 48.79|+56 50 21.8|5.24|STAR F8V|0.47510|0.51|102.38800|-19
HR 8473|22 10 15.31|+72 06 40.0|6.37|STAR B9|13.02810|-0.06|111.16600|-3
HR 8474|22 10 38.90|+70 07 58.1|5.50|STAR F2V|11.40970|0.38|110.00200|1
HR 8475|22 12 47.81|+34 36 16.9|5.33|STAR K2III|-17.75700|1.13|89.45480|-7
HR 8476|22 11 56.90|+59 05 04.9|6.30|STAR K0III|2.30830|1.13|103.68500|-28
HR 8477|22 14 38.59|-41 22 54.1|6.23|STAR G5V|-54.97860|0.65|358.65500|-18
HR 8478|22 14 18.79|-27 46 00.8|5.43|STAR B8III|-55.28540|-0.16|22.58200|-6
HR 8479|22 12 01.90|+60 45 33.8|5.35|STAR K1III|3.67690|1.17|104.65200|-3
HR 848|02 50 14.81|-35 50 37.0|5.92|STAR K0III|-63.33740|0.90|239.41300|22
HR 8480|22 14 18.00|-21 04 27.1|5.32|STAR K0III|-53.77940|0.80|33.83490|-24
HR 8481|22 20 01.51|-80 26 22.9|5.10|STAR M5III|-34.49690|1.47|310.03500|12
HR 8482|22 13 38.59|+28 36 29.9|5.89|STAR K2III|-22.64410|1.15|85.74580|-19
HR 8483|22 12 22.30|+63 17 29.0|5.79|STAR M3III|5.73140|1.67|106.13700|-14
HR 8484|22 15 35.09|-44 27 06.8|6.10|STAR G8III|-54.42090|1.02|353.42000|-4
HR 8485|22 13 52.70|+39 42 54.0|4.49|STAR K3III|-13.75290|1.39|92.76250|-11
HR 8486|22 15 36.89|-41 20 48.1|4.79|STAR G8III|-55.16430|0.80|358.65100|-7
HR 8487|22 13 49.30|+45 26 26.9|5.53|STAR A0III|-9.06810|0.04|96.12200|-9
HR 8488|22 16 26.59|-41 37 39.0|5.10|STAR G8III|-55.25820|0.92|358.11400|13
HR 8489|22 14 44.40|+42 57 14.0|5.71|STAR A2V|-11.20130|0.00|94.81260|-38
HR 849|02 53 21.19|+48 34 09.8|6.26|STAR G5I|-9.53550|1.18|142.82900|-1
HR 8490|22 13 49.49|+63 09 45.0|6.11|STAR B8V|5.53220|-0.08|106.19900|12
HR 8491|22 15 59.81|+08 32 57.8|6.21|STAR A1V|-38.13560|0.02|70.85590|0
HR 8492|22 16 37.39|-25 53 53.9|6.15|STAR K1II|-55.48200|1.11|25.97690|26
HR 8493|22 12 52.90|+73 18 25.9|6.08|STAR K0II|13.88110|1.01|112.05200|1
HR 8494|22 15 01.99|+57 02 37.0|4.19|STAR F0IV|0.39480|0.28|102.86600|-1
HR 8495|22 16 33.60|-01 35 47.0|6.15|STAR A5V|-44.97660|0.19|60.81570|1
HR 8496|22 16 48.10|-12 49 53.0|5.34|STAR|-51.15830|1.14|46.72460|13
HR 8497|22 16 59.81|-23 08 24.0|6.17|STAR G5|-54.95340|1.05|30.72590|-2
HR 8498|22 15 58.20|+37 44 56.0|4.13|STAR K3II|-15.59050|1.46|91.92580|-8
HR 8499|22 16 49.99|-07 46 59.9|4.16|STAR G8III|-48.62480|0.98|53.50730|-15
HR 85|00 21 46.30|-20 03 28.1|5.12|STAR M5II|-80.19780|1.82|77.51610|29
HR 850|02 51 02.30|-21 00 15.1|4.75|STAR K0III|-62.09230|0.91|206.79700|-9
HR 8500|22 16 52.61|-09 02 24.0|5.79|STAR|-49.30260|1.16|51.89530|12
HR 8501|22 18 15.60|-53 37 40.1|5.37|STAR G3V|-51.38680|0.60|339.01000|-14
HR 8502|22 18 30.10|-60 15 34.9|2.86|STAR K3III|-47.96300|1.39|330.22100|42
HR 8503|22 16 29.69|+27 48 15.1|6.37|STAR G9III|-23.66450|0.99|85.75330|16
HR 8504|22 17 06.50|-05 23 13.9|5.75|STAR G6III|-47.34540|0.88|56.53640|7
HR 8505|22 31 37.39|-85 58 01.9|5.77|STAR K0III|-30.40800|1.02|305.61000|19
HR 8506|22 16 26.50|+57 13 13.1|5.88|STAR G8III|0.43440|0.93|103.12300|-8
HR 8507|22 18 04.30|-00 14 16.1|6.39|STAR F3V|-44.42120|0.44|62.63930|17
HR 8508|22 19 00.79|-13 18 18.0|5.95|STAR|-51.85440|1.06|46.44730|30
HR 8509|22 20 36.19|-57 30 36.0|6.34|STAR K3III|-49.71360|1.37|333.47000|-34
HR 851|02 50 40.39|-35 40 34.0|5.47|STAR K5III|-63.28270|1.25|239.01100|12
HR 8510|22 18 56.21|+37 46 09.8|6.17|STAR A9III|-15.91120|0.28|92.43620|7
HR 8511|22 18 12.70|+62 48 15.8|5.75|STAR K3III|4.95640|1.26|106.41100|-2
HR 8512|22 20 11.90|-07 49 16.0|5.37|STAR B8III|-49.34480|-0.06|54.14960|-9
HR 8513|22 20 27.60|+05 47 21.8|5.37|STAR B5IV|-40.85680|-0.02|69.30130|-8
HR 8514|22 20 55.80|+08 11 12.1|6.17|STAR F6V|-39.25390|0.44|71.63540|10
HR 8515|22 24 36.79|-72 15 20.2|5.29|STAR A3V|-40.67360|0.65|316.82900|21
HR 8516|22 21 35.59|-21 35 53.9|5.13|STAR K2III|-55.55680|1.07|33.83640|49
HR 8517|22 21 00.10|+26 56 07.1|6.47|STAR M4III|-24.96120|1.59|86.05320|-4
HR 8518|22 21 39.41|-01 23 13.9|3.84|STAR A0V|-45.84210|-0.05|62.17970|-15
HR 8519|22 20 39.60|+50 58 50.9|6.42|STAR K2|-5.11180||100.19500|-9
HR 852|02 49 01.49|-62 48 24.1|5.26|STAR A2V|-49.45830|0.10|282.74400|31
HR 8520|22 21 31.10|+12 12 19.1|5.01|STAR B2IV|-36.43420|-0.13|75.26710|10
HR 8521|22 22 43.90|-45 56 52.1|6.62|STAR|-55.16300|2.01|350.28300|-20
HR 8522|22 21 19.30|+28 19 50.2|4.81|STAR B9III|-23.88300|0.00|87.02900|8
HR 8523|22 21 01.61|+46 32 12.1|4.57|STAR B6V|-8.86300|-0.10|97.79310|-10
HR 8524|22 23 07.99|-45 55 43.0|5.62|STAR F3III|-55.23520|0.36|350.27300|20
HR 8525|22 18 20.40|+76 29 17.2|6.66|STAR A1V|16.26720|0.00|114.26100|-18
HR 8526|22 25 51.00|-75 00 56.2|6.04|STAR G3V|-38.73370|0.64|314.27500|14
HR 8527|22 25 10.51|-70 25 54.1|5.78|STAR F3III|-41.99460|0.38|318.50500|4
HR 8528|22 21 50.90|+42 04 41.9|6.41|STAR B5V|-12.66280|-0.08|95.41420|-18
HR 8529|22 23 30.91|-24 45 45.0|5.53|STAR|-56.78040|0.99|28.53360|-11
HR 853|02 50 47.90|-39 55 54.1|6.36|STAR A0V|-62.20900|0.05|248.01300|19
HR 8530|22 23 32.11|-07 11 39.8|5.93|STAR G6III|-49.68600|1.00|55.65890|-14
HR 8531|22 24 56.40|-57 47 49.9|5.32|STAR G3IV|-50.03930|0.67|332.60200|8
HR 8532|22 23 39.60|+20 50 53.9|6.04|STAR F7V|-30.16160||82.41730|-23
HR 8533|22 24 06.89|-04 50 12.8|5.78|STAR A0V|-48.44050|-0.04|58.72220|6
HR 8534|22 24 27.10|-13 31 45.8|5.76|STAR G6III|-53.13230|0.97|47.11710|-21
HR 8535|22 23 00.19|+57 17 03.8|6.16|STAR B8III|0.00270|-0.13|103.90100|-13
HR 8536|22 23 54.19|+38 34 25.0|6.22|STAR F5IV|-15.79660|0.49|93.74560|5
HR 8537|22 23 00.19|+62 25 12.0|6.04|STAR A1V|4.33340|0.05|106.66400|-15
HR 8538|22 23 33.60|+52 13 45.1|4.43|STAR G8III|-4.30620|1.02|101.25400|-10
HR 8539|22 25 16.61|+01 22 39.0|4.66|STAR B1V|-44.73930|-0.03|66.00670|4
HR 854|02 54 15.50|+52 45 45.0|3.95|STAR G4III|-5.74050|0.74|141.02400|2
HR 8540|22 27 19.99|-64 57 59.0|4.48|STAR B9V|-45.86670|-0.03|323.87300|12
HR 8541|22 24 31.01|+49 28 35.0|4.57|STAR B9I|-6.71070|0.09|99.89840|-26
HR 8542|22 26 10.70|-23 40 57.0|6.29|STAR A0V|-57.12860|-0.03|30.71420|-15
HR 8543|22 25 40.70|+18 26 39.8|6.26|STAR K0|-32.33930|1.22|81.10300|22
HR 8544|22 26 34.20|-16 44 29.0|6.57|STAR G2V|-54.97900||42.55420|-3
HR 8545|22 26 34.39|-16 44 33.0|6.35|STAR G1V|-54.98020|0.61|42.55300|-6
HR 8546|22 13 10.61|+86 06 29.2|5.27|STAR B9V|24.10220|-0.03|120.21700|4
HR 8547|22 28 37.70|-67 29 21.1|5.55|STAR A4V|-44.26200|0.20|321.11000|-17
HR 8548|22 26 37.39|+04 23 37.0|5.75|STAR F7V|-42.93030|0.52|69.38560|-18
HR 8549|22 26 45.70|+37 26 38.0|6.46|STAR B2V|-17.04940|-0.13|93.58450|-7
HR 855|02 53 42.60|+38 20 15.0|5.33|STAR F4IV|-18.55540|0.41|147.81500|6
HR 8550|22 23 41.30|+78 14 35.9|6.76|STAR B9|17.54630|-0.06|115.55400|-18
HR 8551|22 27 51.50|+04 41 44.2|4.79|STAR K0III|-42.93950|1.05|69.97430|54
HR 8552|22 28 39.19|-39 07 54.8|5.47|STAR G9III|-58.04140|0.95|1.70230|11
HR 8553|22 27 26.50|+39 48 34.9|6.14|STAR B2V|-15.13910|-0.14|95.04390|-17
HR 8554|22 26 59.21|+56 25 59.9|6.57|STAR B5III|-1.00760|-0.10|103.91000|-7
HR 8555|22 27 46.20|+31 50 25.1|5.98|STAR K2|-21.82390|1.45|90.46490|1
HR 8556|22 29 16.20|-43 29 44.2|3.97|STAR G6III|-57.05450|1.03|353.77300|5
HR 8557|22 26 00.79|+70 46 14.9|5.47|STAR|11.21470|1.20|111.45100|-17
HR 8558|22 28 49.70|-00 01 13.1|4.59|STAR F6IV|-46.33070||65.35320|29
HR 8559|22 28 50.09|-00 01 12.0|4.42|STAR F3V|-46.33170|0.38|65.35510|25
HR 856|02 53 11.71|+16 28 59.9|6.31|STAR F5III|-37.32990||160.59000|9
HR 8560|22 29 45.50|-43 44 57.8|4.11|STAR M4III|-57.05910|1.57|353.27800|2
HR 8561|22 27 05.30|+65 07 55.9|5.46|STAR B0I|6.38780|0.37|108.49900|-15
HR 8562|22 29 07.99|+09 07 44.0|5.58|STAR K5III|-39.96740|1.55|74.38570|-30
HR 8563|22 29 46.01|-27 06 25.9|5.95|STAR F1V|-58.58300|0.33|24.68760|3
HR 8564|22 29 10.20|+26 45 47.2|5.79|STAR K2II|-26.17190|1.25|87.57460|-45
HR 8565|22 30 01.51|-12 54 54.0|6.40|STAR F3IV|-54.03990|0.32|49.10600|-11
HR 8566|22 29 58.01|+04 25 54.1|5.48|STAR F2V|-43.49880|0.38|70.22340|1
HR 8567|22 30 17.40|-14 35 08.9|6.37|STAR B8V|-54.87380|-0.04|46.61260|-27
HR 8568|22 28 19.70|+64 05 08.2|6.29|STAR K0|5.42730|1.08|108.06000|-26
HR 8569|22 29 43.90|+35 43 32.2|6.56|STAR A2V|-18.81390||93.12080|-2
HR 857|02 52 32.11|-12 46 09.8|6.04|STAR K2V|-58.25400|0.87|192.07300|19
HR 8570|22 30 53.71|-26 04 25.0|6.43|STAR K1III|-58.66810|1.08|26.72470|-26
HR 8571|22 29 10.30|+58 24 55.1|3.75|STAR F5I|0.53070|0.60|105.19400|-15
HR 8572|22 29 31.80|+47 42 24.8|4.36|STAR M0II|-8.65070|1.68|99.66330|-4
HR 8573|22 30 38.81|-10 40 41.2|4.82|STAR A0IV|-53.05040|-0.06|52.49260|11
HR 8574|22 30 01.80|+32 34 21.0|5.65|STAR B9V|-21.48300|-0.04|91.33130|-16
HR 8575|22 30 06.50|+49 21 22.0|6.40|STAR K2III|-7.29250|1.15|100.61300|4
HR 8576|22 31 30.31|-32 20 46.0|4.29|STAR A0V|-59.31700|0.01|14.59390|6
HR 8577|22 35 26.40|-78 46 18.1|6.15|STAR K1III|-36.22280|1.38|310.68900|-13
HR 8578|22 26 42.50|+78 47 08.9|5.83|STAR A2V|17.91330|0.15|116.00200|-6
HR 8579|22 30 29.30|+43 07 23.9|4.51|STAR B2IV|-12.64230|-0.09|97.36390|-8
HR 858|02 51 55.30|-30 48 51.8|6.40|STAR F8IV|-63.47240|0.48|228.14100|8
HR 8580|22 31 18.41|-02 54 40.0|6.16|STAR K0|-48.67360|1.08|62.68320|10
HR 8581|22 31 18.41|-06 33 18.0|6.14|STAR F7V|-50.89870|0.56|58.21170|-6
HR 8582|22 33 00.10|-61 58 55.9|4.81|STAR M4III|-48.29950|1.61|326.57700|-3
HR 8583|22 31 41.30|-10 54 20.2|6.38|STAR A8III|-53.38720|0.28|52.39040|4
HR 8584|22 31 34.20|+29 32 34.1|6.35|STAR A5|-24.18430|0.19|89.80020|2
HR 8585|22 31 17.50|+50 16 57.0|3.77|STAR A1V|-6.59790|0.01|101.26000|-4
HR 8586|22 32 35.50|+20 13 48.0|6.42|STAR F1V|-31.92380|0.32|83.91620|-19
HR 8587|22 32 46.90|+15 51 47.9|6.32|STAR K0|-35.41520|1.19|80.76330|-28
HR 8588|22 32 26.40|+39 46 46.9|5.88|STAR A6V|-15.67760|0.16|95.86900|5
HR 8589|22 32 18.79|+54 02 15.0|6.35|STAR G8III|-3.45110||103.32300|-14
HR 859|02 52 50.50|-09 26 28.0|6.32|STAR A7IV|-56.34670|0.19|187.01900|35
HR 8590|22 34 02.90|-01 34 27.1|5.89|STAR G6III|-48.33560|0.99|64.89240|-8
HR 8591|22 29 52.90|+78 49 27.1|5.50|STAR A3V|17.86120|0.06|116.15900|1
HR 8592|22 34 41.59|-20 42 29.9|5.20|STAR F4IV|-58.19950|0.44|37.08000|-2
HR 8593|22 35 52.90|-57 53 01.0|6.23|STAR A5V|-51.16710|0.20|331.14500|5
HR 8594|22 33 40.61|+56 37 30.0|5.71|STAR G8III|-1.31740|0.96|104.80000|-11
HR 8595|22 33 02.90|+69 54 49.0|6.60|STAR A9III|10.17460|0.32|111.50500|-2
HR 8596|22 35 36.50|-23 59 28.0|5.97|STAR|-59.29740|0.99|31.09990|-3
HR 8597|22 35 21.41|-00 07 03.0|4.02|STAR B9IV|-47.61150|-0.09|66.84260|-8
HR 8598|22 33 16.99|+70 22 26.0|6.34|STAR A0V|10.55930|0.00|111.76200|-19
HR 8599|22 32 16.20|+76 13 35.0|5.68|STAR A2V|15.59640|0.05|114.82400|-22
HR 86|00 22 25.49|+13 28 57.0|6.23|STAR K3III|-48.78330|1.22|112.19300|3
HR 860|02 55 56.90|+61 31 16.0|5.59|STAR F4V|2.15100|0.45|137.21300|29
HR 8600|22 36 29.30|-40 34 58.1|6.28|STAR A3V|-59.17360|0.12|358.33000|1
HR 8601|22 36 35.40|-31 39 50.0|5.82|STAR K1III|-60.39880|1.09|15.94100|13
HR 8602|22 36 58.80|-40 35 28.0|5.86|STAR A1V|-59.26150|0.06|358.26600|15
HR 8603|22 35 52.30|+39 38 03.1|5.73|STAR B2V|-16.14620|-0.15|96.37550|-10
HR 8604|22 36 07.90|+35 34 37.9|6.10|STAR K0|-19.63540|1.00|94.19940|-16
HR 8605|22 36 36.41|+11 41 48.8|6.40|STAR A1III|-39.23800|0.00|78.37360|-8
HR 8606|22 35 53.40|+50 04 16.0|6.29|STAR B3V|-7.15350|-0.05|101.79100|-15
HR 8607|22 35 51.79|+56 04 12.0|6.38|STAR A3V|-1.94950|0.12|104.78500|-2
HR 8608|22 37 04.70|+12 34 37.9|6.30|STAR K5|-38.63030||79.20570|-19
HR 8609|22 36 48.70|+35 39 09.0|6.30|STAR K5|-19.64390|1.37|94.36630|10
HR 861|02 56 24.79|+64 19 57.0|6.24|STAR K3I|4.66920|2.03|135.95900|-22
HR 8610|22 37 45.41|-04 13 41.2|5.03|STAR K2III|-50.75310|1.14|62.68170|8
HR 8611|22 39 08.40|-52 41 31.9|6.65|STAR F1III|-54.55740|0.35|337.71000|11
HR 8612|22 38 22.20|-07 53 52.1|6.23|STAR G0III|-53.10490|0.78|58.10400|-17
HR 8613|22 37 22.39|+51 32 43.1|4.63|STAR A8IV|-5.99090|0.24|102.73300|12
HR 8614|22 38 44.69|-28 44 52.1|6.47|STAR K1III|-60.74200|1.04|21.91240|3
HR 8615|22 35 46.10|+73 38 35.2|5.08|STAR F3III|13.26990|0.39|113.64100|0
HR 8616|22 38 51.50|-33 04 53.0|5.66|STAR A2V|-60.84100|0.05|13.02720|4
HR 8617|22 38 17.50|+45 10 59.2|6.40|STAR G2III|-11.59110||99.67280|-4
HR 8618|22 38 52.61|+19 31 19.9|5.82|STAR G8II|-33.36690|0.92|84.83750|-20
HR 8619|22 39 43.99|-28 19 31.1|6.31|STAR K0IV|-60.91990|1.01|22.81610|-22
HR 862|02 53 35.30|-22 22 35.0|5.95|STAR K0III|-61.93480|1.04|209.96400|49
HR 8620|22 40 48.89|-57 25 19.9|5.97|STAR K4III|-51.97090|1.46|331.07100|-32
HR 8621|22 38 37.90|+56 47 44.9|5.21|STAR M4III|-1.50590|1.58|105.47600|8
HR 8622|22 39 15.70|+39 03 01.1|4.88|STAR O9V|-16.98330|-0.20|96.65090|-10
HR 8623|22 40 22.30|-30 39 32.0|5.87|STAR K3III|-61.19730|1.30|18.01820|79
HR 8624|22 39 46.99|+19 40 52.0|6.21|STAR A2V|-33.36160|0.00|85.15610|-11
HR 8625|22 37 13.01|+75 22 18.1|5.79|STAR M1III|14.70820|1.57|114.63400|-7
HR 8626|22 39 34.30|+37 35 34.1|6.03|STAR G3I|-18.26910|0.86|95.92790|-7
HR 8627|22 38 39.00|+63 35 03.8|5.19|STAR A3IV|4.41960|0.06|108.79100|11
HR 8628|22 40 39.41|-27 02 37.0|4.17|STAR B8V|-60.97440|-0.11|25.48660|3
HR 8629|22 40 48.00|-03 33 15.1|6.31|STAR F6V|-50.90490|0.52|64.27070|12
HR 863|02 53 34.39|-38 26 12.8|5.92|STAR F6IV|-62.11820|0.44|244.61600|21
HR 8630|22 46 03.31|-81 22 54.1|4.15|STAR A9IV|-34.38390|0.20|308.35200|24
HR 8631|22 40 52.70|+14 32 57.8|5.71|STAR G4V|-37.65130|0.72|81.67910|-10
HR 8632|22 40 30.91|+44 16 35.0|4.46|STAR K2III|-12.57430|1.33|99.56370|-10
HR 8633|22 40 18.41|+53 50 46.0|5.93|STAR K0III|-4.20060|0.93|104.25100|-6
HR 8634|22 41 27.70|+10 49 53.0|3.40|STAR B8V|-40.66200|-0.09|78.85860|7
HR 8635|22 42 36.89|-47 12 38.2|5.98|STAR G0V|-57.79860|0.58|345.72800|17
HR 8636|22 42 40.10|-46 53 04.9|2.10|STAR M5III|-57.95400|1.60|346.26700|2
HR 8637|22 42 22.10|-29 21 38.9|6.17|STAR M5III|-61.57620|1.54|20.76360|-9
HR 8638|22 41 31.39|+30 57 56.9|6.34|STAR K5|-24.15230||92.62540|-35
HR 8639|22 42 43.10|-44 14 52.1|6.07|STAR K0III|-59.06550|0.98|350.84600|6
HR 864|02 56 50.59|+51 15 38.9|6.22|STAR K5III|-6.88900|1.57|142.07600|5
HR 8640|22 41 28.61|+40 13 32.2|5.25|STAR B2III|-16.18160|-0.14|97.65190|-15
HR 8641|22 41 45.41|+29 18 27.0|4.79|STAR A1IV|-25.58880|-0.01|91.71050|9
HR 8642|22 41 57.41|+14 30 59.0|5.90|STAR|-37.83540|1.11|81.91670|-26
HR 8643|22 41 36.10|+41 32 57.8|5.94|STAR G9III|-15.04390||98.35530|-14
HR 8644|22 43 30.00|-41 24 51.8|4.85|STAR K0III|-60.19840|1.03|355.99300|29
HR 8645|22 43 03.50|-08 18 42.1|6.45|STAR A5V|-54.28850|0.17|58.68140|5
HR 8646|22 44 16.51|-60 29 57.8|6.30|STAR F3V|-50.29780|0.56|326.89300|-6
HR 8647|22 43 14.30|-06 57 46.1|6.41|STAR A0V|-53.51900|-0.04|60.56360|2
HR 8648|22 42 20.81|+53 54 32.0|6.12|STAR K2|-4.28980|1.62|104.54600|9
HR 8649|22 43 35.30|-18 49 49.1|4.69|STAR K4III|-59.52220|1.37|41.88010|22
HR 865|02 56 33.41|+47 09 50.0|6.02|STAR|-10.53140|1.34|143.97500|-13
HR 8650|22 43 00.10|+30 13 17.0|2.94|STAR G2II|-24.95320|0.86|92.49570|4
HR 8651|22 42 55.51|+37 48 10.1|6.43|STAR B1V|-18.42240|-0.09|96.64290|-18
HR 8652|22 43 04.49|+47 10 07.0|6.39|STAR A1V|-10.26520|0.47|101.39800|-17
HR 8653|22 43 42.70|+10 56 21.1|6.51|STAR G8IV|-40.92420|0.46|79.51640|-2
HR 8654|22 44 05.21|+39 27 56.2|5.95|STAR K5III|-17.08990|1.48|97.71420|-27
HR 8655|22 45 37.90|-53 30 01.1|4.85|STAR K2III|-54.90020|1.18|335.59900|28
HR 8656|22 44 05.50|+41 49 09.1|5.08|STAR K0III|-15.03680|0.96|98.91180|13
HR 8657|22 45 40.70|-46 32 51.0|5.51|STAR K2III|-58.56670|1.32|346.39500|42
HR 8658|22 46 07.99|-48 58 44.0|6.62|STAR F9V|-57.45860|0.63|342.30600|-19
HR 8659|22 46 28.30|-49 41 08.9|6.48|STAR K1III|-57.13970|1.14|341.13300|2
HR 866|02 52 19.20|-62 54 34.9|6.03|STAR K1III|-49.12770|1.25|282.42800|17
HR 8660|22 45 28.20|+19 22 00.1|6.25|STAR|-34.38510|1.05|86.26440|-22
HR 8661|22 44 49.20|+52 31 01.9|6.55|STAR K2|-5.69110||104.21300|5
HR 8662|22 46 43.70|-46 56 21.8|6.56|STAR A9III|-58.54490|0.30|345.56900|-1
HR 8663|22 50 22.90|-80 07 27.1|5.35|STAR B6IV|-35.52570|-0.15|309.02900|16
HR 8664|22 49 40.90|-77 03 02.2|6.73|STAR A4V|-38.04910|0.11|311.22100|-9
HR 8665|22 46 41.59|+12 10 22.1|4.19|STAR F6III|-40.39910|0.50|81.27500|-5
HR 8666|22 46 10.20|+44 32 46.0|5.76|STAR F0III|-12.82680|0.36|100.60400|-10
HR 8667|22 46 31.90|+23 33 56.2|3.95|STAR G8III|-31.01610|1.07|89.25800|-4
HR 8668|22 47 19.10|-34 09 40.0|6.28|STAR K1III|-62.51000|1.16|10.46030|41
HR 8669|22 48 21.41|-61 41 03.1|6.37|STAR K0III|-49.83090|1.06|325.03000|-18
HR 867|02 55 48.50|+18 19 54.1|5.91|STAR M6III|-35.45300|1.47|159.93000|46
HR 8670|22 47 33.10|-19 36 47.9|5.26|STAR G7III|-60.67800|0.94|41.09590|23
HR 8671|22 47 47.11|-38 13 18.8|6.71|STAR F4IV|-61.88340|0.48|1.84930|27
