name|ra|dec|vmag|class|bii|bv_color|lii|radvel
HR 8181|21 26 26.59|-65 21 58.0|4.22|STAR F6V|-40.29220|0.49|328.15700|-30
HR 8182|21 22 41.90|+30 18 34.9|6.05|STAR K1III|-13.94280|1.08|78.28680|-25
HR 8183|21 24 09.60|-20 51 06.8|5.41|STAR K0III|-42.56410|1.16|28.77460|22
HR 8184|21 24 07.90|-22 44 48.8|6.38|STAR|-43.12410|1.02|26.30530|14
HR 8185|21 22 00.41|+49 23 20.0|5.69|STAR K0III|-0.43790|1.10|91.90500|-2
HR 8186|21 22 46.90|+38 38 03.1|6.63|STAR A1V|-8.14930|0.01|84.38010|-15
HR 8187|21 24 11.50|-12 52 41.2|5.49|STAR F1V|-39.64450|0.29|38.63070|8
HR 8188|21 26 15.41|-54 39 38.2|6.12|STAR F1III|-43.93660|0.34|341.74900|7
HR 8189|21 23 22.99|+37 24 24.1|6.58|STAR F6II|-9.09760||83.58280|-27
HR 819|02 46 58.30|+35 59 01.0|6.25|STAR G8III|-21.26390|0.93|147.73000|21
HR 8190|21 23 58.80|+24 16 27.1|5.71|STAR F1IV|-18.27280|0.32|73.89880|-18
HR 8191|21 24 24.60|+10 10 27.1|6.35|STAR F5III|-27.49630|0.47|62.30020|-33
HR 8192|21 24 51.70|-03 23 53.9|6.36|STAR F0III|-35.33350|0.33|49.28580|-23
HR 8193|21 23 48.31|+37 21 05.0|6.47|STAR K5|-9.19600||83.60280|-3
HR 8194|21 24 07.39|+25 18 43.9|6.15|STAR A2V|-17.59350||74.72460|-19
HR 8195|21 25 13.10|-09 44 55.0|5.70|STAR F0IV|-38.50490|0.20|42.39950|-21
HR 8196|21 28 44.90|-69 30 19.1|5.34|STAR M5III|-38.65290|1.55|323.22400|43
HR 8197|21 24 23.11|+24 31 44.0|6.32|STAR K0III|-18.16840|1.04|74.16200|-24
HR 8198|21 24 34.01|+26 10 27.8|5.68|STAR A8III|-17.07960|0.31|75.45740|-3
HR 8199|21 25 16.99|-03 33 24.1|5.49|STAR K4III|-35.50550|1.46|49.18630|-24
HR 82|00 21 07.30|+37 58 07.0|5.18|STAR F5III|-24.51650|0.42|116.37000|9
HR 820|02 47 03.50|+35 33 18.0|6.30|STAR A9V|-21.63590||147.95900|-4
HR 8200|21 26 22.90|-37 49 45.8|5.63|STAR K2III|-46.01460|1.19|5.44960|-76
HR 8201|21 33 20.59|-80 02 21.1|6.47|STAR A0V|-33.30120|0.04|311.99000|21
HR 8202|21 27 01.61|-42 32 52.1|5.51|STAR A0|-46.05830|0.39|358.64900|18
HR 8203|21 25 51.50|+00 32 03.8|6.46|STAR A1IV|-33.43760|0.16|53.47270|-9
HR 8204|21 26 40.01|-22 24 41.0|3.74|STAR G4I|-43.58850|1.00|26.97810|3
HR 8205|21 26 28.10|+01 06 11.9|6.13|STAR F5V|-33.24860|0.44|54.14040|11
HR 8206|21 24 55.51|+49 19 23.9|6.58|STAR B9|-0.81790|-0.03|92.19780|1
HR 8207|21 27 14.81|-21 11 46.0|5.78|STAR K5III|-43.35560|1.44|28.63210|23
HR 8208|21 25 19.61|+46 42 51.8|5.60|STAR F0V|-2.73390|0.32|90.42490|1
HR 8209|21 25 46.99|+36 40 03.0|5.94|STAR B0I|-9.95860|-0.08|83.39470|3
HR 821|02 44 10.70|-52 34 14.2|6.15|STAR A2V|-57.02190|0.09|271.10200|10
HR 8210|21 26 26.69|+19 22 32.2|6.07|STAR A8|-21.97840|0.22|70.43180|-11
HR 8211|21 29 00.31|-53 42 20.9|6.39|STAR K2III|-44.57500|1.14|342.88800|10
HR 8212|21 28 13.90|-11 34 05.9|6.61|STAR F3V|-39.97810|0.49|40.72120|23
HR 8213|21 28 43.39|-21 48 25.9|4.51|STAR G5III|-43.86730|0.91|27.97040|-22
HR 8214|21 29 03.79|-31 14 19.0|6.50|STAR A0|-46.01650|0.03|14.97900|0
HR 8215|21 27 21.41|+37 07 00.1|5.31|STAR B3V|-9.86130|-0.14|83.94250|-20
HR 8216|21 26 51.60|+48 50 06.0|5.31|STAR A6|-1.38920|0.07|92.08580|-13
HR 8217|21 27 40.10|+27 36 31.0|5.41|STAR A1V|-16.59540|0.04|77.04210|-8
HR 8218|21 26 45.00|+52 53 55.0|6.03|STAR B6V|1.55140|-0.12|94.89080|-30
HR 8219|21 28 24.79|+08 11 44.2|6.40|STAR M1|-29.49010|1.64|61.21120|-6
HR 822|02 45 16.49|-46 17 13.9|6.85|STAR K2III|-60.49230|1.36|260.97400|32
HR 8220|21 28 08.30|+32 13 31.1|5.80|STAR F0V|-13.44090|0.32|80.53430|-24
HR 8221|21 28 59.90|+17 54 20.9|6.44|STAR K5|-23.40530|1.39|69.67310|-12
HR 8222|21 29 59.59|-19 08 52.1|6.57|STAR F0V|-43.30780|0.41|31.58360|-12
HR 8223|21 28 59.90|+22 10 45.8|5.93|STAR M4III|-20.53960|1.53|73.09240|-22
HR 8224|21 27 25.30|+59 45 00.0|6.10|STAR M3III|6.41700|1.75|99.72850|-16
HR 8225|21 29 56.90|+23 38 20.0|4.57|STAR M1III|-19.70410|1.62|74.38800|-19
HR 8226|21 28 52.70|+55 25 07.0|6.12|STAR B8III|3.15680|0.14|96.85970|-7
HR 8227|21 27 46.10|+66 48 33.1|5.44|STAR B7V|11.43110|-0.11|104.76000|3
HR 8228|21 29 27.00|+46 32 26.2|5.24|STAR K0III|-3.34970|0.97|90.81560|-19
HR 8229|21 32 05.90|-41 10 45.1|5.29|STAR K0III|-47.07760|1.10|0.55970|-8
HR 823|02 43 26.59|-66 42 51.8|6.26|STAR F5V|-46.84280|0.53|287.18800|-20
HR 8230|21 32 14.59|-33 56 40.9|5.97|STAR A2IV|-46.98550|0.05|11.18110|16
HR 8231|21 31 09.60|+12 08 15.0|6.08|STAR B9V|-27.55510|-0.05|65.19540|-10
HR 8232|21 31 33.50|-05 34 16.0|2.91|STAR G0I|-37.87890|0.83|48.02280|7
HR 8233|21 33 17.71|-52 44 15.0|6.41|STAR K4III|-45.44750|1.48|343.97300|34
HR 8234|21 38 56.21|-79 26 33.0|6.18|STAR F4IV|-33.85620|0.46|312.38800|-6
HR 8235|21 32 33.31|-24 35 26.2|6.43|STAR A7V|-45.47570|0.20|24.54400|-9
HR 8236|21 33 23.50|-44 50 55.0|5.57|STAR K1III|-46.99260|1.04|355.16500|11
HR 8237|21 30 20.40|+52 57 29.2|6.02|STAR A2V|1.22160|0.08|95.32390|-17
HR 8238|21 28 39.60|+70 33 38.9|3.23|STAR B1IV|14.02630|-0.22|107.53900|-8
HR 8239|21 24 49.70|+80 31 28.9|5.97|STAR|21.03040|0.92|114.98100|3
HR 824|02 47 54.50|+29 14 49.9|4.51|STAR K1III|-27.10430|1.11|151.41800|-15
HR 8240|21 32 27.10|+23 23 39.8|6.70|STAR B9|-20.28890|-0.09|74.61900|-16
HR 8241|21 34 16.99|-42 55 30.0|6.32|STAR K1III|-47.35850|1.09|357.95300|9
HR 8242|21 31 27.50|+52 37 12.0|6.16|STAR G2I|0.85930|0.90|95.21640|-23
HR 8243|21 30 59.30|+60 27 33.8|5.53|STAR B1II|6.62180|0.12|100.54600|-15
HR 8244|21 34 52.99|-29 41 46.0|6.41|STAR B8III|-47.02750|-0.11|17.46690|-15
HR 8245|21 34 51.00|-20 05 03.8|5.69|STAR F1V|-44.69590|0.40|30.87640|6
HR 8246|21 32 56.59|+49 58 40.1|5.75|STAR A0V|-1.23610|-0.03|93.59000|-33
HR 8247|21 35 15.91|-23 27 15.1|6.40|STAR|-45.77990|1.10|26.34240|-15
HR 8248|21 33 17.90|+45 51 15.1|6.25|STAR K1I|-4.30590|1.81|90.83260|-5
HR 8249|21 38 02.90|-64 49 27.1|6.20|STAR A0IV|-41.62780|0.03|328.09700|-9
HR 825|02 49 30.79|+57 05 03.1|6.25|STAR A5I|-2.18130|0.89|138.47300|-38
HR 8250|21 34 34.01|+22 45 16.9|6.47|STAR F7V|-21.08250|0.51|74.48360|14
HR 8251|21 35 17.59|-03 58 59.2|5.77|STAR|-37.85930|1.11|50.35430|-2
HR 8252|21 33 58.90|+45 35 30.8|4.02|STAR G8III|-4.57950|0.89|90.74210|7
HR 8253|21 36 10.99|-26 10 17.0|5.73|STAR A7IV|-46.64350|0.22|22.60670|-19
HR 8254|21 41 28.49|-77 23 24.0|3.76|STAR K0III|-35.18880|1.00|314.28900|34
HR 8255|21 34 46.61|+38 32 03.1|4.90|STAR K0III|-9.85450|1.08|86.01160|-66
HR 8256|21 36 48.89|-33 02 53.2|6.11|STAR A7V|-47.85600|0.22|12.62510|-2
HR 8257|21 35 19.01|+28 11 49.9|6.31|STAR F0IV|-17.38690|0.35|78.72010|-42
HR 8258|21 35 27.00|+24 27 07.9|6.11|STAR A4V|-20.04740||75.93680|-28
HR 8259|21 34 27.50|+51 41 53.9|6.15|STAR B9III|-0.13020|0.02|94.92970|-22
HR 826|02 46 45.19|-21 38 22.9|6.49|STAR F3IV|-63.23840|0.38|207.43700|7
HR 8260|21 37 04.80|-19 27 58.0|4.68|STAR B2V|-44.99040|-0.17|31.94200|-24
HR 8261|21 36 13.90|+30 03 20.2|6.36|STAR G8III|-16.20110||80.22930|-20
HR 8262|21 36 02.40|+45 22 28.9|5.53|STAR M5III|-4.98330|1.58|90.86200|-14
HR 8263|21 37 33.79|-00 23 25.1|6.25|STAR A2V|-36.38300|0.06|54.52390|17
HR 8264|21 37 45.10|-07 51 15.1|4.69|STAR A7V|-40.34630|0.17|46.45000|-21
HR 8265|21 37 43.70|+06 37 05.9|6.18|STAR A2V|-32.28140|0.02|61.41100|3
HR 8266|21 36 57.00|+40 24 49.0|5.01|STAR A5V|-8.76080|0.18|87.61770|7
HR 8267|21 37 45.41|+19 19 07.0|5.45|STAR F1IV|-23.98790|0.30|72.33970|-25
HR 8268|21 39 06.10|-33 40 45.1|6.28|STAR G8IV|-48.38440|0.92|11.74270|-20
HR 8269|21 39 59.69|-52 21 33.1|6.21|STAR F7III|-46.53060|0.60|344.09800|0
HR 827|02 47 11.21|-22 29 08.2|6.47|STAR F2|-63.38690|0.39|209.30500|3
HR 8270|21 38 31.90|+05 46 18.1|5.67|STAR A9IV|-32.95880|0.25|60.76310|-19
HR 8271|21 40 33.60|-55 44 15.0|6.33|STAR K0II|-45.55650|1.06|339.43500|27
HR 8272|21 37 27.89|+44 41 48.1|6.20|STAR A7III|-5.65490|0.19|90.59240|4
HR 8273|21 39 28.10|-10 34 36.8|6.08|STAR K0|-42.00410|1.03|43.52530|-9
HR 8274|21 38 45.00|+25 29 56.0|6.16|STAR G9III|-19.84140|1.02|77.28750|-14
HR 8275|21 37 38.71|+54 02 31.9|6.15|STAR K1III|1.28720|0.99|96.85750|2
HR 8276|21 39 01.10|+20 15 55.1|5.85|STAR F2V|-23.55190|0.32|73.31350|-13
HR 8277|21 39 33.31|+02 14 37.0|5.10|STAR K0III|-35.27820|1.04|57.53650|-35
HR 8278|21 40 05.50|-16 39 43.9|3.68|STAR F0|-44.67310|0.32|35.99830|-31
HR 8279|21 37 55.20|+62 04 54.8|4.73|STAR B2I|7.24700|0.30|102.27100|-13
HR 828|02 48 32.11|+18 17 01.0|5.82|STAR K1III|-36.44720|1.20|158.18600|47
HR 8280|21 50 54.31|-82 43 09.1|5.29|STAR G8III|-32.13230|0.75|309.02100|-11
HR 8281|21 38 57.60|+57 29 21.1|5.62|STAR O6V|3.73850|0.21|99.29040|-8
HR 8282|21 41 46.10|-25 06 06.8|6.49|STAR K0|-47.62740|1.19|24.55720|32
HR 8283|21 41 32.90|-14 02 51.0|5.18|STAR G1V|-43.96920|0.65|39.55250|-1
HR 8284|21 40 11.11|+43 16 26.0|5.11|STAR M1III|-7.04120|1.60|90.00410|-28
HR 8285|21 42 00.79|-23 15 46.1|5.24|STAR G9III|-47.22170|0.95|27.21010|-44
HR 8286|21 45 28.80|-71 00 32.0|6.01|STAR B8IV|-39.09170|-0.10|320.63500|-4
HR 8287|21 42 10.10|+01 17 07.1|5.67|STAR K2III|-36.36840|1.44|57.04880|10
HR 8288|21 42 39.50|-18 51 59.0|4.73|STAR G8III|-46.03050|0.88|33.37830|-3
HR 8289|21 42 15.50|+05 40 48.0|5.30|STAR M2III|-33.74640|1.64|61.35870|-4
HR 829|02 51 58.70|+68 53 19.0|5.80|STAR F5I|8.51960|0.64|133.46700|-7
HR 8290|21 40 43.30|+54 52 19.9|6.20|STAR K0III|1.61300|1.16|97.74250|4
HR 8291|21 41 34.30|+40 48 19.1|6.11|STAR A2V|-9.05760|0.07|88.54240|3
HR 8292|21 42 33.00|+10 49 28.9|6.09|STAR B5IV|-30.53420|-0.11|66.10720|6
HR 8293|21 43 13.49|-19 37 14.9|6.22|STAR A3|-46.40840|0.27|32.41490|-25
HR 8294|22 45 28.61|-88 49 05.9|6.57|STAR F0IV|-28.13410|0.28|303.63200|15
HR 8295|21 43 04.39|-14 23 58.9|5.88|STAR F0IV|-44.45060|0.25|39.31540|-13
HR 8296|21 41 43.80|+42 50 28.0||CV CLASSICAL NOVA|-7.55241||89.92010|
HR 8297|21 42 01.10|+35 30 37.1|6.07|STAR|-13.05760|2.52|85.00540|10
HR 8298|21 42 08.40|+45 45 56.9|6.17|STAR M4III|-5.40120|1.55|91.92370|9
HR 8299|21 44 29.50|-38 33 09.0|6.30|STAR G5III|-49.56930|1.12|4.34900|-58
HR 83|00 20 39.00|-69 37 30.0|5.51|STAR B9V|-47.26690|-0.05|306.87200|12
HR 830|02 48 45.89|+25 11 17.2|5.86|STAR A0V|-30.53410|-0.07|153.90600|14
HR 8300|21 42 22.90|+41 04 37.9|5.69|STAR A0V|-8.95540|0.01|88.84090|-25
HR 8301|21 42 05.69|+51 11 22.9|4.67|STAR B3IV|-1.30090|-0.12|95.48110|-8
HR 8302|21 44 01.01|-14 44 57.8|5.99|STAR F0V|-44.80100|0.21|38.99620|-4
HR 8303|21 45 19.01|-49 29 55.0|6.45|STAR K1III|-48.10620|1.15|347.83100|-51
HR 8304|21 42 38.90|+49 36 01.1|6.09|STAR G8II|-2.56080|1.00|94.50760|-2
HR 8305|21 44 56.81|-33 01 32.9|4.34|STAR A0V|-49.55230|-0.05|12.87510|2
HR 8306|21 43 06.41|+41 09 18.0|5.49|STAR M2III|-8.98730|1.59|88.99670|-23
HR 8307|21 43 25.70|+38 17 02.0|5.65|STAR A0V|-11.18110|0.00|87.11430|-23
HR 8308|21 44 11.21|+09 52 30.0|2.39|STAR K2I|-31.45760|1.53|65.57110|5
HR 8309|21 44 08.59|+28 44 34.1|4.73|STAR F6V|-18.34050|0.48|80.58510|18
HR 831|02 49 27.10|+37 19 34.0|6.45|STAR F6III|-19.84380|0.43|147.53600|12
HR 8310|21 44 08.30|+28 44 35.2|6.08|STAR G2V|-18.33960|0.36|80.58450|17
HR 8311|21 45 00.31|-09 04 57.0|5.09|STAR G8II|-42.51010|1.11|46.17210|-5
HR 8312|21 42 45.41|+59 16 16.0|6.08|STAR K1III|4.74980|1.34|100.84400|-2
HR 8313|21 44 30.70|+17 21 00.0|4.34|STAR G5I|-26.50520|1.17|71.97690|-22
HR 8314|21 44 31.30|+14 46 18.8|5.94|STAR G0V|-28.26920|0.59|69.85930|-19
HR 8315|21 44 38.71|+25 38 42.0|4.13|STAR F5IV|-20.66570|0.43|78.41010|-8
HR 8316|21 43 30.41|+58 46 48.0|4.08|STAR M2I|4.31510|2.35|100.59500|19
HR 8317|21 41 55.30|+71 18 41.0|4.56|STAR K1III|13.81800|1.10|108.87900|-37
HR 8318|21 46 16.30|-09 16 32.9|6.00|STAR M3III|-42.87710|1.66|46.14520|21
HR 8319|21 46 32.11|-11 21 56.9|5.58|STAR A1V|-43.90760|-0.01|43.64110|1
HR 832|02 47 55.99|-12 27 38.2|6.90|STAR M4III|-59.04140|1.56|190.42500|-14
HR 8320|21 45 44.50|+35 51 25.9|6.40|STAR G8III|-13.30370|1.00|85.82150|-5
HR 8321|21 46 04.39|+22 56 56.0|5.29|STAR K0I|-22.82960|1.41|76.64340|-12
HR 8322|21 47 02.40|-16 07 37.9|2.87|STAR A0|-46.01310|0.29|37.60050|-6
HR 8323|21 48 15.79|-47 18 13.0|5.58|STAR G0V|-49.10620|0.60|350.87800|-7
HR 8324|21 43 04.01|+72 19 13.1|5.17|STAR K0III|14.50330|1.05|109.64900|-39
HR 8325|21 46 24.00|+25 33 47.9|6.28|STAR K3III|-20.99790|1.21|78.65600|-45
HR 8326|21 47 44.21|-30 53 53.9|5.01|STAR A2V|-49.93970|0.04|16.23980|14
HR 8327|21 44 53.30|+62 27 38.2|5.95|STAR O9I|6.99500|0.31|103.13600|-18
HR 8328|21 47 13.99|+02 41 10.0|5.64|STAR A1V|-36.55660|0.00|59.38440|17
HR 8329|21 46 16.61|+43 03 38.9|6.54|STAR G0III|-7.93160|0.28|90.70750|-19
HR 833|02 45 27.50|-63 42 15.8|5.74|STAR G8III|-49.04890|0.93|284.11300|-11
HR 8330|21 47 04.70|+17 11 39.1|6.21|STAR F3V|-27.05550|0.34|72.32570|-19
HR 8331|21 50 00.10|-64 42 45.0|5.62|STAR K0III|-42.79820|1.02|327.40200|-1
HR 8332|21 47 38.11|-05 55 01.9|6.17|STAR A7V|-41.49070|0.22|50.29940|-11
HR 8333|21 50 47.11|-69 37 45.8|5.53|STAR K2III|-40.23320|1.37|321.79600|20
HR 8334|21 45 26.90|+61 07 14.9|4.29|STAR A2I|5.93430|0.52|102.31000|-21
HR 8335|21 46 47.59|+49 18 33.8|4.23|STAR B3III|-3.21890|-0.12|94.83230|-12
HR 8336|21 48 08.30|+36 34 50.2|6.47|STAR K5|-13.07820||86.68450|-31
HR 8337|21 49 41.11|-12 43 23.2|6.31|STAR A3|-45.20040|0.22|42.41460|0
HR 8338|21 48 29.40|+38 38 55.0|6.12|STAR B8V|-11.55720|-0.08|88.12060|-20
HR 8339|21 47 25.30|+60 41 34.1|5.52|STAR M1III|5.45260|1.52|102.21600|-20
HR 834|02 50 41.81|+55 53 44.2|3.76|STAR K3I|-3.17610|1.68|139.14500|-1
HR 8340|21 50 13.10|-16 50 40.9|6.38|STAR K0|-46.99000|1.42|37.05530|-1
HR 8341|21 49 26.90|+20 27 45.0|6.29|STAR B2V|-25.15420|-0.10|75.35160|-12
HR 8342|21 47 01.01|+70 09 02.9|6.29|STAR A0V|12.67240||108.40800|-2
HR 8343|21 49 50.69|+30 10 27.1|5.04|STAR A1V|-18.12300|-0.03|82.56660|-23
HR 8344|21 50 08.71|+17 17 08.2|5.29|STAR F2III|-27.51660|0.37|72.97390|-4
HR 8345|21 49 40.10|+41 08 56.0|6.48|STAR A2I|-9.79690|0.42|89.94220|-2
HR 8346|21 51 41.81|-18 37 23.2|6.16|STAR F0III|-47.95780|0.36|34.78730|-42
HR 8347|21 49 19.01|+61 16 22.1|6.17|STAR M1II|5.75070|1.67|102.76700|-19
HR 8348|21 51 34.20|+19 49 36.1|5.77|STAR B8III|-25.95690|-0.10|75.25190|-20
HR 8349|21 51 04.90|+39 32 12.1|6.17|STAR B9|-11.20480|-0.08|89.09760|0
HR 835|02 47 33.70|-35 33 02.9|6.51|STAR K0III|-63.92730|0.96|238.99200|3
HR 8350|21 52 18.19|+21 16 23.2|6.89|STAR M4III|-25.03730||76.50340|-22
HR 8351|21 53 17.81|-13 33 06.1|5.08|STAR F1III|-46.35120|0.37|41.88680|-22
HR 8352|21 55 11.50|-61 53 11.0|5.90|STAR F1III|-44.71240|0.39|330.39200|1
HR 8353|21 53 55.70|-37 21 54.0|3.01|STAR B8III|-51.47240|-0.12|6.10640|-2
HR 8354|21 52 29.90|+28 47 35.9|5.53|STAR F6IV|-19.53780|0.42|82.05060|19
HR 8355|21 53 36.00|-10 18 42.1|6.59|STAR B9V|-44.95790|-0.12|46.07390|-11
HR 8356|21 53 03.79|+25 55 30.0|5.08|STAR B3V|-21.75460|-0.17|80.10070|-12
HR 8357|21 52 01.01|+55 47 48.8|5.71|STAR B6IV|1.28780|-0.13|99.56740|-7
HR 8358|21 53 37.39|+19 40 05.9|5.68|STAR A0V|-26.40740|0.01|75.51450|6
HR 8359|21 53 57.79|+06 51 51.8|6.15|STAR G0III|-35.25050|0.80|64.70440|-10
HR 836|02 49 17.50|+17 27 51.1|5.22|STAR B6V|-37.03640|-0.06|158.93100|9
HR 8360|21 54 10.39|-04 16 34.0|5.71|STAR K2III|-41.99060|1.18|53.32440|-37
HR 8361|21 51 37.30|+65 45 10.1|6.37|STAR A1|9.03910||105.84600|4
HR 8362|21 56 13.99|-57 53 57.8|6.19|STAR A0|-46.68700|0.21|335.35700|7
HR 8363|21 54 35.90|-03 18 04.0|6.20|STAR F5IV|-41.53920|0.48|54.49170|-16
HR 8364|21 54 17.40|+19 43 05.9|6.39|STAR K0III|-26.48050|0.97|75.67930|4
HR 8365|21 55 55.61|-30 36 23.0|6.41|STAR G8III|-51.65650|0.93|17.00520|-85
HR 8366|21 56 22.80|-37 15 13.0|5.46|STAR A2V|-51.96400|0.08|6.25450|28
HR 8367|21 57 02.21|-37 44 48.8|6.18|STAR F1III|-52.07000|0.33|5.44350|1
HR 8368|21 57 55.10|-54 59 33.0|4.40|STAR F0IV|-48.12270|0.28|339.10800|15
HR 8369|21 58 30.10|-59 00 43.9|6.12|STAR F3V|-46.44730|0.46|333.71800|40
HR 837|02 45 32.59|-67 37 00.1|4.84|STAR A2IV|-46.00420|0.06|287.75400|4
HR 8370|22 01 52.10|-77 39 45.0|6.41|STAR A5IV|-35.86640|0.22|313.17100|1
HR 8371|21 54 53.21|+56 36 41.0|5.80|STAR B8I|1.67520|0.73|100.38800|-15
HR 8372|21 56 24.00|+21 14 22.9|6.40|STAR K5V|-25.71790|1.70|77.24510|2
HR 8373|21 56 56.40|+12 04 35.0|5.54|STAR A2V|-32.31580|0.05|69.96320|15
HR 8374|21 55 20.69|+61 32 30.8|6.13|STAR G8I|5.50540|1.60|103.50000|-32
HR 8375|21 55 31.10|+65 19 14.9|5.86|STAR B2V|8.44950|-0.06|105.88700|-15
HR 8376|21 58 13.30|-05 25 28.9|6.33|STAR F5IV|-43.46190|0.37|52.76040|1
HR 8377|21 57 02.21|+48 40 07.0|6.42|STAR B8V|-4.77460|-0.08|95.73680|-16
HR 8378|21 58 43.80|-21 10 58.1|6.12|STAR M4III|-50.34780|1.65|31.89600|3
HR 8379|21 59 17.90|-38 23 43.1|5.50|STAR K0III|-52.47140|1.00|4.33830|-10
HR 838|02 49 58.99|+27 15 38.2|3.63|STAR B8V|-28.60610|-0.10|152.97800|4
HR 8380|22 03 03.79|-76 07 07.0|5.95|STAR F3III|-36.94930|0.39|314.54100|7
HR 8381|22 00 24.10|-55 52 58.1|6.01|STAR B9IV|-48.07430|-0.10|337.67600|3
HR 8382|21 58 55.01|-04 22 23.2|6.22|STAR K2V|-43.03080|1.00|54.09860|-44
HR 8383|21 56 39.10|+63 37 32.2|4.91|STAR M2I|7.04620|1.77|104.91900|-19
HR 8384|21 57 11.11|+66 09 22.0|6.43|STAR B2V|8.99630|-0.05|106.54900|2
HR 8385|22 00 07.90|+06 43 03.0|6.00|STAR B3III|-36.50620|-0.12|65.80100|-7
HR 8386|22 00 50.21|-28 27 13.0|5.42|STAR B8V|-52.44490|-0.09|20.69720|-5
HR 8387|22 03 21.60|-56 47 10.0|4.69|STAR K4V|-48.04460|1.06|336.19300|-40
HR 8388|21 58 53.40|+62 41 53.9|5.93|STAR M3III|6.16010|1.67|104.54500|-16
HR 8389|21 59 22.99|+57 39 29.9|6.59|STAR A0III|2.12730|0.03|101.51300|-3
HR 839|02 51 45.50|+58 18 52.9|6.45|STAR A1|-0.94510|0.10|138.19800|-5
HR 8390|22 01 04.99|+00 36 18.0|5.58|STAR|-40.57060|1.28|59.95180|7
HR 8391|22 00 26.81|+33 00 22.0|6.46|STAR F5III|-17.43940||86.30130|-2
HR 8392|22 01 05.40|+13 07 10.9|5.60|STAR F4III|-32.32000|0.34|71.68350|7
HR 8393|22 01 09.19|+08 15 25.9|5.65|STAR|-35.67160|1.44|67.43250|-23
HR 8394|22 02 11.90|-17 54 13.0|6.28|STAR|-50.03740|1.01|37.15340|-17
HR 8395|21 57 51.00|+74 59 48.1|6.35|STAR K5|15.84480|1.56|112.27700|-17
HR 8396|22 02 26.59|-16 57 51.1|6.37|STAR A2V|-49.74510|0.42|38.54220|15
HR 8397|22 02 01.39|+10 58 26.0|6.37|STAR B5III|-33.97790|-0.10|70.03340|-15
HR 8398|22 03 17.21|-29 54 15.1|7.10|STAR F0III|-53.16090|0.32|18.43060|-12
HR 8399|22 00 39.31|+62 29 17.2|6.66|STAR B0IV|5.86960|0.06|104.57800|-20
HR 84|00 21 31.20|-28 58 54.1|5.18|STAR G5III|-83.14560|1.00|15.50780|21
HR 840|02 50 35.11|+38 19 07.0|4.23|STAR F2III|-18.86150|0.34|147.25500|14
HR 8400|21 59 15.00|+73 10 48.0|5.03|STAR F5V|14.37550|0.44|111.16600|-21
HR 8401|22 03 16.39|-06 31 21.0|5.54|STAR K0III|-45.11140|0.96|52.41260|30
HR 8402|22 03 18.89|-02 09 19.1|4.69|STAR B7IV|-42.66810|-0.06|57.43770|12
HR 8403|22 01 50.59|+52 52 55.9|5.78|STAR B5III|-1.89160|-0.11|98.90770|-22
HR 8404|22 03 19.01|+11 23 11.0|5.80|STAR B9V|-33.92040|-0.07|70.65690|0
HR 8405|22 04 23.90|-29 55 00.1|6.47|STAR K5III|-53.40180|1.63|18.45360|23
HR 8406|22 02 04.61|+58 00 02.2|5.56|STAR O9V|2.18370|0.06|102.00500|-7
HR 8407|22 02 56.69|+44 39 00.0|5.60|STAR A0IV|-8.57790|-0.03|94.07900|-1
HR 8408|22 04 36.79|-26 49 21.0|5.96|STAR B4IV|-53.00620|-0.14|23.57880|-18
HR 8409|22 05 50.90|-59 38 10.0|5.62|STAR K4III|-46.96280|1.46|332.25900|-11
HR 841|02 49 05.40|-32 24 20.9|4.46|STAR K0III|-64.01480|0.99|231.78800|17
HR 8410|22 04 47.40|-00 54 24.1|5.30|STAR A5|-42.22340|0.23|59.09590|20
HR 8411|22 06 06.89|-39 32 35.9|4.46|STAR K3III|-53.67430|1.37|2.21530|39
HR 8412|22 04 34.39|+32 56 30.8|6.38|STAR G5I|-18.03280|1.10|86.96610|-22
HR 8413|22 05 40.80|+05 03 31.0|4.84|STAR K4III|-38.63660|1.44|65.36910|-16
HR 8414|22 05 46.99|-00 19 10.9|2.96|STAR G2I|-42.06580|0.98|59.92870|8
HR 8415|22 05 11.40|+26 40 26.0|5.78|STAR K2III|-22.97660|1.25|82.84790|-25
HR 8416|22 03 52.90|+63 07 10.9|5.29|STAR M5III|6.15190|1.58|105.25600|-4
HR 8417|22 03 47.40|+64 37 40.1|4.29|STAR A3V|7.36600|0.34|106.15700|-6
HR 8418|22 06 26.21|-13 52 10.9|4.27|STAR B9IV|-49.36920|-0.07|43.50500|-10
HR 8419|22 05 34.70|+28 57 50.0|5.70|STAR B9V|-21.26560|-0.06|84.49360|-12
HR 842|02 51 41.71|+46 50 30.8|5.88|STAR G8III|-11.20010|0.89|143.37800|-12
HR 8420|22 10 42.50|-75 52 50.2|6.55|STAR K2III|-37.45050|1.18|314.36700|51
HR 8421|22 05 16.39|+46 44 40.9|6.13|STAR M4III|-7.14460|1.61|95.67480|-13
HR 8422|22 05 50.59|+45 06 43.9|6.44|STAR A0V|-8.51570|-0.03|94.77480|-4
HR 8423|21 58 12.70|+82 52 10.9|6.98|STAR F6IV|21.84340|0.52|117.66900|-22
HR 8424|22 06 01.99|+45 00 51.8|5.14|STAR K5III|-8.61420|1.57|94.74320|-23
HR 8425|22 08 13.99|-46 57 40.0|1.74|STAR B7IV|-52.47370|-0.13|349.99800|12
